Subj,Item,trial,Freq,Prime,Qlty,lagQlty,lagTrgt,rt,F,P,Q,lQ,lT,rrt,trial.c
S10,MORE,479,high,unrelated,degraded,clear,word,702,-1,1,1,-1,-1,-1.4245014245014245,239
S11,SPORT,10,low,related,degraded,clear,nonword,897,1,-1,1,-1,1,-1.1148272017837235,-230
S11,FLOWER,11,low,unrelated,degraded,degraded,word,746,1,1,1,1,-1,-1.3404825737265416,-229
S11,PEOPLE,17,high,related,clear,degraded,nonword,743,-1,-1,-1,1,1,-1.3458950201884252,-223
S11,LONG,21,high,related,clear,degraded,nonword,742,-1,-1,-1,1,1,-1.3477088948787062,-219
S11,RIBS,22,low,unrelated,clear,clear,word,1008,1,1,-1,-1,-1,-0.9920634920634921,-218
S11,STRONG,24,high,related,clear,clear,nonword,823,-1,-1,-1,-1,1,-1.2150668286755772,-216
S11,CORN,26,low,related,clear,clear,nonword,1250,1,-1,-1,-1,1,-0.8,-214
S11,LIQUID,29,high,related,degraded,clear,nonword,915,-1,-1,1,-1,1,-1.092896174863388,-211
S11,RULER,30,low,unrelated,degraded,degraded,word,1058,1,1,1,1,-1,-0.945179584120983,-210
S11,CRASH,33,low,unrelated,degraded,degraded,nonword,808,1,1,1,1,1,-1.2376237623762376,-207
S11,STONE,34,high,related,degraded,degraded,word,832,-1,-1,1,1,-1,-1.2019230769230769,-206
S11,PUPPY,35,low,unrelated,degraded,degraded,word,731,1,1,1,1,-1,-1.3679890560875514,-205
S11,ROCKET,36,low,unrelated,degraded,degraded,word,692,1,1,1,1,-1,-1.4450867052023122,-204
S11,SAME,39,high,unrelated,degraded,degraded,nonword,951,-1,1,1,1,1,-1.0515247108307044,-201
S11,SPOT,40,high,related,degraded,degraded,word,699,-1,-1,1,1,-1,-1.4306151645207439,-200
S11,SHORT,46,high,unrelated,clear,degraded,nonword,597,-1,1,-1,1,1,-1.6750418760469012,-194
S11,LOCK,51,low,unrelated,clear,degraded,nonword,803,1,1,-1,1,1,-1.2453300124533002,-189
S11,EAGLE,52,low,related,clear,clear,word,633,1,-1,-1,-1,-1,-1.5797788309636651,-188
S11,INSECT,53,low,unrelated,degraded,clear,word,718,1,1,1,-1,-1,-1.392757660167131,-187
S11,SCENT,56,low,unrelated,degraded,degraded,word,922,1,1,1,1,-1,-1.0845986984815619,-184
S11,BANANA,57,low,related,clear,degraded,word,680,1,-1,-1,1,-1,-1.4705882352941178,-183
S11,DONE,59,high,related,degraded,clear,nonword,918,-1,-1,1,-1,1,-1.0893246187363834,-181
S11,RUBBER,62,low,unrelated,degraded,clear,nonword,864,1,1,1,-1,1,-1.1574074074074074,-178
S11,FACE,64,high,related,clear,clear,nonword,789,-1,-1,-1,-1,1,-1.267427122940431,-176
S11,SKIN,65,low,unrelated,clear,clear,word,809,1,1,-1,-1,-1,-1.2360939431396787,-175
S11,TELL,67,high,related,degraded,degraded,nonword,902,-1,-1,1,1,1,-1.1086474501108647,-173
S11,JACKET,72,low,related,degraded,clear,nonword,820,1,-1,1,-1,1,-1.2195121951219512,-168
S11,PRIEST,74,low,related,clear,clear,nonword,903,1,-1,-1,-1,1,-1.1074197120708749,-166
S11,THREAD,75,low,unrelated,clear,clear,word,930,1,1,-1,-1,-1,-1.075268817204301,-165
S11,KNOW,78,high,unrelated,degraded,degraded,nonword,902,-1,1,1,1,1,-1.1086474501108647,-162
S11,COST,79,high,related,degraded,degraded,word,1504,-1,-1,1,1,-1,-0.6648936170212766,-161
S11,JOKE,82,low,unrelated,degraded,degraded,nonword,1050,1,1,1,1,1,-0.9523809523809523,-158
S11,HINT,83,low,related,degraded,degraded,word,883,1,-1,1,1,-1,-1.1325028312570782,-157
S11,THIEF,85,low,unrelated,clear,clear,nonword,700,1,1,-1,-1,1,-1.4285714285714286,-155
S11,COLD,86,high,unrelated,clear,clear,word,1198,-1,1,-1,-1,-1,-0.8347245409015025,-154
S11,READ,89,high,unrelated,clear,degraded,nonword,743,-1,1,-1,1,1,-1.3458950201884252,-151
S11,MAIL,92,low,related,clear,clear,nonword,766,1,-1,-1,-1,1,-1.3054830287206267,-148
S11,LIFE,94,high,unrelated,degraded,degraded,nonword,730,-1,1,1,1,1,-1.36986301369863,-146
S11,SHIRT,96,low,unrelated,degraded,degraded,nonword,709,1,1,1,1,1,-1.4104372355430184,-144
S11,POINT,99,high,unrelated,degraded,degraded,nonword,917,-1,1,1,1,1,-1.0905125408942202,-141
S11,MORNING,100,high,unrelated,clear,degraded,word,723,-1,1,-1,1,-1,-1.3831258644536653,-140
S11,GLUE,101,low,related,degraded,clear,word,728,1,-1,1,-1,-1,-1.3736263736263736,-139
S11,GOAL,103,low,related,degraded,clear,nonword,862,1,-1,1,-1,1,-1.160092807424594,-137
S11,GRASS,106,high,related,degraded,clear,nonword,970,-1,-1,1,-1,1,-1.0309278350515463,-134
S11,COWBOY,110,low,unrelated,clear,clear,nonword,910,1,1,-1,-1,1,-1.098901098901099,-130
S11,WASH,112,low,related,degraded,clear,nonword,1188,1,-1,1,-1,1,-0.8417508417508418,-128
S11,MOUSE,116,low,related,degraded,clear,nonword,1001,1,-1,1,-1,1,-0.999000999000999,-124
S11,PICK,117,high,related,degraded,degraded,word,1030,-1,-1,1,1,-1,-0.970873786407767,-123
S11,SEAT,120,high,related,clear,clear,nonword,931,-1,-1,-1,-1,1,-1.0741138560687433,-120
S11,WOOL,122,low,related,clear,clear,nonword,1169,1,-1,-1,-1,1,-0.8554319931565441,-118
S11,NICE,124,low,related,degraded,degraded,nonword,1046,1,-1,1,1,1,-0.9560229445506692,-116
S11,WORD,126,high,unrelated,degraded,clear,nonword,582,-1,1,1,-1,1,-1.7182130584192439,-114
S11,HOLD,128,high,related,clear,clear,nonword,545,-1,-1,-1,-1,1,-1.834862385321101,-112
S11,PANTS,131,low,related,clear,clear,nonword,898,1,-1,-1,-1,1,-1.1135857461024499,-109
S11,MORE,134,high,related,degraded,degraded,nonword,1528,-1,-1,1,1,1,-0.6544502617801047,-106
S11,HANGER,136,low,unrelated,clear,clear,nonword,650,1,1,-1,-1,1,-1.5384615384615385,-104
S11,WEIGHT,137,low,unrelated,clear,clear,word,721,1,1,-1,-1,-1,-1.3869625520110958,-103
S11,DUCK,139,low,related,degraded,clear,nonword,960,1,-1,1,-1,1,-1.0416666666666667,-101
S11,THINK,140,high,related,clear,degraded,word,1013,-1,-1,-1,1,-1,-0.9871668311944719,-100
S11,MIND,142,high,unrelated,clear,clear,nonword,617,-1,1,-1,-1,1,-1.6207455429497568,-98
S11,WALK,146,high,unrelated,clear,clear,word,766,-1,1,-1,-1,-1,-1.3054830287206267,-94
S11,SCARE,147,low,unrelated,clear,clear,word,943,1,1,-1,-1,-1,-1.0604453870625663,-93
S11,SODA,149,low,related,degraded,degraded,nonword,626,1,-1,1,1,1,-1.597444089456869,-91
S11,BRAVE,150,low,related,degraded,degraded,word,725,1,-1,1,1,-1,-1.3793103448275863,-90
S11,CITY,152,high,related,degraded,degraded,nonword,920,-1,-1,1,1,1,-1.0869565217391304,-88
S11,SMOKE,153,high,unrelated,degraded,degraded,word,630,-1,1,1,1,-1,-1.5873015873015872,-87
S11,ALONE,155,high,unrelated,clear,degraded,nonword,626,-1,1,-1,1,1,-1.597444089456869,-85
S11,VISION,160,high,related,clear,clear,nonword,667,-1,-1,-1,-1,1,-1.4992503748125936,-80
S11,CASE,161,high,unrelated,degraded,clear,word,822,-1,1,1,-1,-1,-1.2165450121654502,-79
S11,FIELD,162,high,related,degraded,degraded,word,754,-1,-1,1,1,-1,-1.3262599469496021,-78
S11,SWIM,164,low,related,clear,degraded,nonword,802,1,-1,-1,1,1,-1.2468827930174564,-76
S11,PARTY,165,high,unrelated,degraded,clear,word,600,-1,1,1,-1,-1,-1.6666666666666667,-75
S11,STREET,166,high,unrelated,clear,degraded,word,550,-1,1,-1,1,-1,-1.8181818181818181,-74
S11,BREAK,167,low,unrelated,degraded,clear,word,600,1,1,1,-1,-1,-1.6666666666666667,-73
S11,NIGHT,168,high,unrelated,clear,degraded,word,614,-1,1,-1,1,-1,-1.6286644951140066,-72
S11,SHOW,169,high,unrelated,clear,clear,word,567,-1,1,-1,-1,-1,-1.763668430335097,-71
S11,BREAD,172,low,unrelated,clear,clear,nonword,543,1,1,-1,-1,1,-1.8416206261510129,-68
S11,VEIN,174,low,related,degraded,degraded,nonword,801,1,-1,1,1,1,-1.2484394506866416,-66
S11,FRIGHT,179,low,related,clear,clear,nonword,837,1,-1,-1,-1,1,-1.1947431302270013,-61
S11,VAMPIRE,184,low,unrelated,clear,clear,nonword,743,1,1,-1,-1,1,-1.3458950201884252,-56
S11,PULL,185,high,unrelated,degraded,clear,word,818,-1,1,1,-1,-1,-1.2224938875305624,-55
S11,OVEN,186,low,related,clear,degraded,word,570,1,-1,-1,1,-1,-1.7543859649122806,-54
S11,CARE,187,high,related,degraded,clear,word,1762,-1,-1,1,-1,-1,-0.5675368898978433,-53
S11,FINGER,190,high,unrelated,clear,degraded,nonword,614,-1,1,-1,1,1,-1.6286644951140066,-50
S11,FORGIVE,191,low,related,degraded,clear,word,615,1,-1,1,-1,-1,-1.6260162601626016,-49
S11,STUDY,194,high,related,degraded,clear,nonword,1003,-1,-1,1,-1,1,-0.9970089730807578,-46
S11,PRESENT,198,high,unrelated,degraded,clear,nonword,776,-1,1,1,-1,1,-1.288659793814433,-42
S11,CIRCLE,199,high,unrelated,degraded,degraded,word,888,-1,1,1,1,-1,-1.1261261261261262,-41
S11,HOTEL,200,high,related,clear,degraded,word,929,-1,-1,-1,1,-1,-1.0764262648008611,-40
S11,HELP,202,high,unrelated,clear,degraded,nonword,769,-1,1,-1,1,1,-1.3003901170351104,-38
S11,POLICE,203,high,related,clear,clear,word,626,-1,-1,-1,-1,-1,-1.597444089456869,-37
S11,HANDS,204,high,unrelated,clear,clear,word,629,-1,1,-1,-1,-1,-1.589825119236884,-36
S11,ARMY,205,high,unrelated,clear,clear,word,583,-1,1,-1,-1,-1,-1.7152658662092624,-35
S11,STICKY,206,low,related,clear,clear,word,594,1,-1,-1,-1,-1,-1.6835016835016836,-34
S11,STOP,218,high,related,clear,degraded,nonword,548,-1,-1,-1,1,1,-1.8248175182481752,-22
S11,GUILTY,219,low,related,degraded,clear,word,536,1,-1,1,-1,-1,-1.8656716417910448,-21
S11,OYSTER,224,low,unrelated,degraded,clear,nonword,707,1,1,1,-1,1,-1.4144271570014144,-16
S11,COUNTRY,226,high,related,degraded,clear,nonword,695,-1,-1,1,-1,1,-1.4388489208633093,-14
S11,GAMBLE,227,high,unrelated,degraded,degraded,word,584,-1,1,1,1,-1,-1.7123287671232876,-13
S11,FLOOR,228,high,related,degraded,degraded,word,1090,-1,-1,1,1,-1,-0.9174311926605505,-12
S11,UNCLE,229,high,related,degraded,degraded,word,611,-1,-1,1,1,-1,-1.6366612111292962,-11
S11,STORM,231,low,related,clear,degraded,nonword,644,1,-1,-1,1,1,-1.5527950310559007,-9
S11,STAMP,232,low,unrelated,clear,clear,word,729,1,1,-1,-1,-1,-1.3717421124828533,-8
S11,PLAY,235,high,unrelated,degraded,degraded,nonword,632,-1,1,1,1,1,-1.5822784810126582,-5
S11,ORANGE,242,low,unrelated,degraded,clear,word,625,1,1,1,-1,-1,-1.6,2
S11,MONKEY,244,low,related,degraded,degraded,nonword,801,1,-1,1,1,1,-1.2484394506866416,4
S11,ROUND,245,low,related,clear,degraded,word,615,1,-1,-1,1,-1,-1.6260162601626016,5
S11,MAKE,248,high,unrelated,clear,clear,nonword,528,-1,1,-1,-1,1,-1.893939393939394,8
S11,STICK,250,low,related,clear,degraded,nonword,718,1,-1,-1,1,1,-1.392757660167131,10
S11,FROG,252,low,related,clear,degraded,nonword,774,1,-1,-1,1,1,-1.2919896640826873,12
S11,TUSK,253,low,unrelated,clear,clear,word,1143,1,1,-1,-1,-1,-0.8748906386701663,13
S11,FIGURE,255,high,related,degraded,degraded,nonword,786,-1,-1,1,1,1,-1.272264631043257,15
S11,TIRED,256,high,unrelated,clear,degraded,word,613,-1,1,-1,1,-1,-1.6313213703099512,16
S11,CHEAT,257,low,unrelated,degraded,clear,word,630,1,1,1,-1,-1,-1.5873015873015872,17
S11,ANGER,258,low,related,clear,degraded,word,650,1,-1,-1,1,-1,-1.5384615384615385,18
S11,BLADE,259,low,unrelated,clear,clear,word,625,1,1,-1,-1,-1,-1.6,19
S11,LEAD,266,high,unrelated,degraded,clear,nonword,692,-1,1,1,-1,1,-1.4450867052023122,26
S11,FINAL,267,high,related,degraded,degraded,word,692,-1,-1,1,1,-1,-1.4450867052023122,27
S11,FATHER,268,high,related,degraded,degraded,word,789,-1,-1,1,1,-1,-1.267427122940431,28
S11,WHEN,269,high,unrelated,degraded,degraded,word,632,-1,1,1,1,-1,-1.5822784810126582,29
S11,PLANT,272,high,related,clear,clear,nonword,625,-1,-1,-1,-1,1,-1.6,32
S11,DEFEND,274,low,unrelated,clear,clear,nonword,554,1,1,-1,-1,1,-1.8050541516245486,34
S11,OPEN,278,high,related,degraded,degraded,word,1555,-1,-1,1,1,-1,-0.6430868167202572,38
S11,NERVOUS,280,low,unrelated,degraded,clear,nonword,1079,1,1,1,-1,1,-0.9267840593141798,40
S11,FRONT,282,high,related,degraded,clear,nonword,666,-1,-1,1,-1,1,-1.5015015015015014,42
S11,BLACK,284,high,related,clear,degraded,word,690,-1,-1,-1,1,-1,-1.4492753623188406,44
S11,GIVE,285,high,unrelated,clear,clear,word,627,-1,1,-1,-1,-1,-1.594896331738437,45
S11,WHITE,287,high,related,clear,clear,nonword,602,-1,-1,-1,-1,1,-1.6611295681063123,47
S11,CAKE,290,low,unrelated,clear,degraded,word,578,1,1,-1,1,-1,-1.7301038062283738,50
S11,NURSE,294,low,related,clear,degraded,nonword,691,1,-1,-1,1,1,-1.447178002894356,54
S11,HEAT,297,low,unrelated,degraded,clear,nonword,658,1,1,1,-1,1,-1.5197568389057752,57
S11,DONKEY,299,low,related,clear,degraded,nonword,634,1,-1,-1,1,1,-1.5772870662460567,59
S11,TEAR,300,low,related,degraded,clear,word,752,1,-1,1,-1,-1,-1.3297872340425532,60
S11,SAND,301,low,related,degraded,degraded,word,827,1,-1,1,1,-1,-1.2091898428053205,61
S11,BACK,302,high,unrelated,degraded,degraded,word,853,-1,1,1,1,-1,-1.1723329425556859,62
S11,SHOE,303,low,related,degraded,degraded,word,534,1,-1,1,1,-1,-1.8726591760299625,63
S11,RIDE,304,high,related,degraded,degraded,word,631,-1,-1,1,1,-1,-1.5847860538827259,64
S11,COAT,305,low,related,clear,degraded,word,794,1,-1,-1,1,-1,-1.2594458438287153,65
S11,TIGER,307,low,unrelated,clear,degraded,nonword,536,1,1,-1,1,1,-1.8656716417910448,67
S11,FRUIT,310,low,unrelated,clear,degraded,nonword,595,1,1,-1,1,1,-1.680672268907563,70
S11,OCEAN,311,low,unrelated,clear,clear,word,577,1,1,-1,-1,-1,-1.733102253032929,71
S11,SPACE,312,high,related,clear,clear,word,505,-1,-1,-1,-1,-1,-1.9801980198019802,72
S11,SHINE,313,low,unrelated,degraded,clear,word,693,1,1,1,-1,-1,-1.443001443001443,73
S11,SCHOOL,315,high,unrelated,degraded,degraded,nonword,677,-1,1,1,1,1,-1.4771048744460857,75
S11,ENGINE,318,high,unrelated,degraded,degraded,nonword,787,-1,1,1,1,1,-1.2706480304955527,78
S11,CANDY,319,low,related,degraded,degraded,word,582,1,-1,1,1,-1,-1.7182130584192439,79
S11,SEAFOOD,320,low,unrelated,clear,degraded,word,626,1,1,-1,1,-1,-1.597444089456869,80
S11,YEAR,321,high,unrelated,clear,clear,word,613,-1,1,-1,-1,-1,-1.6313213703099512,81
S11,BEAR,325,high,unrelated,clear,degraded,nonword,513,-1,1,-1,1,1,-1.949317738791423,85
S11,HORSE,327,high,unrelated,degraded,clear,nonword,663,-1,1,1,-1,1,-1.5082956259426847,87
S11,WATER,328,high,related,degraded,degraded,word,690,-1,-1,1,1,-1,-1.4492753623188406,88
S11,PINT,330,low,unrelated,degraded,degraded,word,597,1,1,1,1,-1,-1.6750418760469012,90
S11,SMART,331,low,related,clear,degraded,word,547,1,-1,-1,1,-1,-1.8281535648994516,91
S11,TRAIN,332,low,related,clear,clear,word,566,1,-1,-1,-1,-1,-1.7667844522968197,92
S11,SOCCER,336,low,unrelated,clear,clear,nonword,1043,1,1,-1,-1,1,-0.9587727708533078,96
S11,POLE,341,low,unrelated,clear,degraded,nonword,831,1,1,-1,1,1,-1.203369434416366,101
S11,LIGHT,343,high,related,degraded,clear,nonword,563,-1,-1,1,-1,1,-1.7761989342806395,103
S11,SILVER,344,low,related,clear,degraded,word,697,1,-1,-1,1,-1,-1.4347202295552368,104
S11,CHANGE,348,high,unrelated,degraded,degraded,nonword,873,-1,1,1,1,1,-1.145475372279496,108
S11,RIGHT,351,high,unrelated,degraded,degraded,nonword,590,-1,1,1,1,1,-1.694915254237288,111
S11,LIKE,354,high,related,degraded,degraded,nonword,1290,-1,-1,1,1,1,-0.7751937984496124,114
S11,PEACE,356,high,related,degraded,clear,nonword,752,-1,-1,1,-1,1,-1.3297872340425532,116
S11,SORRY,358,high,related,clear,clear,nonword,567,-1,-1,-1,-1,1,-1.763668430335097,118
S11,FRIEND,361,high,unrelated,clear,clear,nonword,578,-1,1,-1,-1,1,-1.7301038062283738,121
S11,PURPLE,362,low,unrelated,degraded,clear,word,1258,1,1,1,-1,-1,-0.794912559618442,122
S11,WITCH,363,low,unrelated,degraded,degraded,word,955,1,1,1,1,-1,-1.0471204188481675,123
S11,CHEAP,365,low,related,clear,degraded,nonword,1041,1,-1,-1,1,1,-0.9606147934678194,125
S11,MATH,366,low,unrelated,degraded,clear,word,855,1,1,1,-1,-1,-1.1695906432748537,126
S11,WINE,367,high,related,clear,degraded,word,583,-1,-1,-1,1,-1,-1.7152658662092624,127
S11,HUNGER,372,low,related,degraded,degraded,nonword,610,1,-1,1,1,1,-1.639344262295082,132
S11,WEIRD,373,low,related,degraded,degraded,word,785,1,-1,1,1,-1,-1.2738853503184713,133
S11,FEMALE,374,high,related,clear,degraded,word,612,-1,-1,-1,1,-1,-1.6339869281045751,134
S11,BALLOON,375,low,unrelated,degraded,clear,word,917,1,1,1,-1,-1,-1.0905125408942202,135
S11,HEAD,376,high,unrelated,degraded,degraded,word,562,-1,1,1,1,-1,-1.7793594306049823,136
S11,REEF,377,low,related,clear,degraded,word,520,1,-1,-1,1,-1,-1.9230769230769231,137
S11,HOME,380,high,related,clear,degraded,nonword,537,-1,-1,-1,1,1,-1.86219739292365,140
S11,WRITE,386,high,related,degraded,clear,word,706,-1,-1,1,-1,-1,-1.4164305949008498,146
S11,TAKE,387,high,unrelated,degraded,degraded,word,629,-1,1,1,1,-1,-1.589825119236884,147
S11,GARBAGE,389,low,related,degraded,clear,nonword,723,1,-1,1,-1,1,-1.3831258644536653,149
S11,GUILT,392,low,related,degraded,degraded,nonword,665,1,-1,1,1,1,-1.5037593984962405,152
S11,EARTH,397,high,unrelated,clear,degraded,nonword,726,-1,1,-1,1,1,-1.3774104683195592,157
S11,ANSWER,398,high,unrelated,clear,clear,word,750,-1,1,-1,-1,-1,-1.3333333333333333,158
S11,DARK,399,high,unrelated,clear,clear,word,889,-1,1,-1,-1,-1,-1.124859392575928,159
S11,BATH,401,low,related,clear,degraded,word,747,1,-1,-1,1,-1,-1.3386880856760375,161
S11,MOUTH,402,high,unrelated,clear,clear,word,565,-1,1,-1,-1,-1,-1.7699115044247788,162
S11,BELL,403,low,unrelated,degraded,clear,word,747,1,1,1,-1,-1,-1.3386880856760375,163
S11,SOUR,406,low,related,degraded,degraded,nonword,654,1,-1,1,1,1,-1.529051987767584,166
S11,BOAT,407,high,unrelated,clear,degraded,word,535,-1,1,-1,1,-1,-1.8691588785046729,167
S11,HURT,408,low,related,clear,clear,word,568,1,-1,-1,-1,-1,-1.7605633802816902,168
S11,SNAKE,412,low,unrelated,clear,clear,nonword,615,1,1,-1,-1,1,-1.6260162601626016,172
S11,PLANE,414,high,unrelated,clear,degraded,nonword,577,-1,1,-1,1,1,-1.733102253032929,174
S11,BREATH,415,high,unrelated,degraded,clear,word,602,-1,1,1,-1,-1,-1.6611295681063123,175
S11,MANY,417,high,related,clear,degraded,nonword,672,-1,-1,-1,1,1,-1.4880952380952381,177
S11,BLUE,420,high,unrelated,degraded,clear,nonword,614,-1,1,1,-1,1,-1.6286644951140066,180
S11,HOSTAGE,426,low,unrelated,clear,degraded,nonword,849,1,1,-1,1,1,-1.1778563015312131,186
S11,JUMP,428,low,related,degraded,clear,nonword,633,1,-1,1,-1,1,-1.5797788309636651,188
S11,SHOWER,432,low,related,clear,clear,nonword,685,1,-1,-1,-1,1,-1.4598540145985401,192
S11,LOUD,434,low,related,degraded,degraded,word,567,1,-1,1,1,-1,-1.763668430335097,194
S11,BIRD,435,low,related,clear,degraded,word,544,1,-1,-1,1,-1,-1.838235294117647,195
S11,HEART,436,high,unrelated,clear,clear,word,563,-1,1,-1,-1,-1,-1.7761989342806395,196
S11,HARD,437,high,related,clear,clear,word,568,-1,-1,-1,-1,-1,-1.7605633802816902,197
S11,HAND,445,high,unrelated,degraded,degraded,nonword,689,-1,1,1,1,1,-1.4513788098693758,205
S11,FISH,446,low,unrelated,clear,degraded,word,801,1,1,-1,1,-1,-1.2484394506866416,206
S11,CENTER,447,high,unrelated,degraded,clear,word,567,-1,1,1,-1,-1,-1.763668430335097,207
S11,BUNNY,448,low,related,clear,degraded,word,591,1,-1,-1,1,-1,-1.6920473773265652,208
S11,UGLY,452,low,unrelated,clear,clear,nonword,667,1,1,-1,-1,1,-1.4992503748125936,212
S11,WEST,453,high,unrelated,clear,clear,word,678,-1,1,-1,-1,-1,-1.4749262536873156,213
S11,GONE,457,high,unrelated,degraded,clear,nonword,683,-1,1,1,-1,1,-1.4641288433382138,217
S11,GLORY,461,low,related,degraded,clear,nonword,658,1,-1,1,-1,1,-1.5197568389057752,221
S11,DESTROY,462,high,unrelated,degraded,degraded,word,570,-1,1,1,1,-1,-1.7543859649122806,222
S11,ACHE,465,low,unrelated,clear,degraded,nonword,931,1,1,-1,1,1,-1.0741138560687433,225
S11,SIGN,466,low,related,degraded,clear,word,1171,1,-1,1,-1,-1,-0.8539709649871904,226
S11,IDEA,467,high,related,clear,degraded,word,596,-1,-1,-1,1,-1,-1.6778523489932886,227
S11,JUICE,472,low,unrelated,degraded,degraded,nonword,585,1,1,1,1,1,-1.7094017094017093,232
S11,DOOR,473,high,related,clear,degraded,word,659,-1,-1,-1,1,-1,-1.5174506828528074,233
S11,SECOND,474,high,related,degraded,clear,word,527,-1,-1,1,-1,-1,-1.8975332068311195,234
S11,BEST,475,high,related,degraded,degraded,word,543,-1,-1,1,1,-1,-1.8416206261510129,235
S11,FIRE,477,high,related,clear,degraded,nonword,791,-1,-1,-1,1,1,-1.2642225031605563,237
S11,BOARD,479,high,unrelated,clear,degraded,nonword,1027,-1,1,-1,1,1,-0.9737098344693281,239
S11,FIGHT,480,high,related,degraded,clear,word,614,-1,-1,1,-1,-1,-1.6286644951140066,240
S12,READ,3,high,related,clear,clear,nonword,551,-1,-1,-1,-1,1,-1.8148820326678765,-237
S12,CHEAT,4,low,related,degraded,clear,word,666,1,-1,1,-1,-1,-1.5015015015015014,-236
S12,LOUD,6,low,unrelated,clear,degraded,nonword,493,1,1,-1,1,1,-2.028397565922921,-234
S12,PUPPY,10,low,related,degraded,degraded,nonword,527,1,-1,1,1,1,-1.8975332068311195,-230
S12,JAIL,14,low,unrelated,clear,clear,nonword,583,1,1,-1,-1,1,-1.7152658662092624,-226
S12,DONE,15,high,unrelated,clear,clear,word,546,-1,1,-1,-1,-1,-1.8315018315018314,-225
S12,OPEN,16,high,unrelated,clear,clear,word,596,-1,1,-1,-1,-1,-1.6778523489932886,-224
S12,CANDY,19,low,unrelated,clear,degraded,nonword,534,1,1,-1,1,1,-1.8726591760299625,-221
S12,BRAVE,24,low,unrelated,clear,degraded,nonword,580,1,1,-1,1,1,-1.7241379310344827,-216
S12,STREET,27,high,related,clear,clear,nonword,472,-1,-1,-1,-1,1,-2.1186440677966103,-213
S12,SHORT,29,high,related,clear,clear,nonword,484,-1,-1,-1,-1,1,-2.0661157024793386,-211
S12,PARTY,30,high,related,degraded,clear,word,538,-1,-1,1,-1,-1,-1.858736059479554,-210
S12,CENTER,31,high,related,degraded,degraded,word,666,-1,-1,1,1,-1,-1.5015015015015014,-209
S12,OYSTER,33,low,related,degraded,clear,nonword,648,1,-1,1,-1,1,-1.5432098765432098,-207
S12,PEOPLE,39,high,unrelated,degraded,clear,nonword,578,-1,1,1,-1,1,-1.7301038062283738,-201
S12,FRONT,40,high,unrelated,clear,degraded,word,539,-1,1,-1,1,-1,-1.8552875695732838,-200
S12,GRASS,43,high,unrelated,clear,clear,nonword,599,-1,1,-1,-1,1,-1.669449081803005,-197
S12,POLICE,44,high,unrelated,degraded,clear,word,596,-1,1,1,-1,-1,-1.6778523489932886,-196
S12,UGLY,46,low,related,clear,clear,nonword,530,1,-1,-1,-1,1,-1.8867924528301887,-194
S12,MONKEY,53,low,unrelated,clear,clear,nonword,661,1,1,-1,-1,1,-1.51285930408472,-187
S12,BUNNY,54,low,unrelated,degraded,clear,word,657,1,1,1,-1,-1,-1.5220700152207,-186
S12,THINK,58,high,unrelated,degraded,degraded,nonword,626,-1,1,1,1,1,-1.597444089456869,-182
S12,SCARE,59,low,related,clear,degraded,word,580,1,-1,-1,1,-1,-1.7241379310344827,-181
S12,MOUTH,60,high,related,clear,clear,word,560,-1,-1,-1,-1,-1,-1.7857142857142858,-180
S12,HELP,63,high,related,clear,clear,nonword,616,-1,-1,-1,-1,1,-1.6233766233766234,-177
S12,COWBOY,64,low,related,clear,clear,word,553,1,-1,-1,-1,-1,-1.8083182640144666,-176
S12,HAVE,65,high,unrelated,degraded,clear,word,591,-1,1,1,-1,-1,-1.6920473773265652,-175
S12,ROCKET,66,low,related,degraded,degraded,word,522,1,-1,1,1,-1,-1.9157088122605364,-174
S12,STICKY,67,low,unrelated,degraded,degraded,word,663,1,1,1,1,-1,-1.5082956259426847,-173
S12,MORNING,68,high,related,clear,degraded,word,594,-1,-1,-1,1,-1,-1.6835016835016836,-172
S12,FIGURE,69,high,unrelated,clear,clear,word,624,-1,1,-1,-1,-1,-1.6025641025641026,-171
S12,GUILT,70,low,unrelated,clear,clear,word,531,1,1,-1,-1,-1,-1.8832391713747645,-170
S12,FRUIT,71,low,related,clear,clear,word,531,1,-1,-1,-1,-1,-1.8832391713747645,-169
S12,OVEN,72,low,unrelated,degraded,clear,word,707,1,1,1,-1,-1,-1.4144271570014144,-168
S12,RIDE,73,high,unrelated,clear,degraded,word,487,-1,1,-1,1,-1,-2.0533880903490758,-167
S12,COLD,75,high,related,clear,clear,nonword,583,-1,-1,-1,-1,1,-1.7152658662092624,-165
S12,INSECT,76,low,related,degraded,clear,word,562,1,-1,1,-1,-1,-1.7793594306049823,-164
S12,SHOE,82,low,unrelated,clear,degraded,nonword,523,1,1,-1,1,1,-1.9120458891013383,-158
S12,BELL,84,low,related,degraded,degraded,nonword,520,1,-1,1,1,1,-1.9230769230769231,-156
S12,THIEF,87,low,related,clear,clear,nonword,515,1,-1,-1,-1,1,-1.941747572815534,-153
S12,TRAIN,90,low,unrelated,degraded,clear,nonword,579,1,1,1,-1,1,-1.7271157167530224,-150
S12,WASH,91,low,unrelated,clear,degraded,word,490,1,1,-1,1,-1,-2.0408163265306123,-149
S12,FIELD,92,high,unrelated,clear,clear,word,643,-1,1,-1,-1,-1,-1.5552099533437014,-148
S12,CRASH,93,low,related,degraded,clear,word,521,1,-1,1,-1,-1,-1.9193857965451055,-147
