subject,item,condition,region,answer,RT
24,1,g,0,-,359
24,1,g,1,-,291
24,1,g,2,-,276
24,1,g,3,-,300
24,1,g,4,-,356
24,1,g,5,-,341
24,1,g,6,-,286
24,1,g,7,-,408
24,1,g,8,-,628
24,1,g,?,1,890
24,10,b,0,-,421
24,10,b,1,-,344
24,10,b,2,-,315
24,10,b,3,-,355
24,10,b,4,-,346
24,10,b,5,-,303
24,10,b,6,-,425
24,10,b,7,-,349
24,10,b,8,-,903
24,10,b,?,1,3087
24,4,c,0,-,247
24,4,c,1,-,261
24,4,c,2,-,307
24,4,c,3,-,324
24,4,c,4,-,347
24,4,c,5,-,268
24,4,c,6,-,308
24,4,c,7,-,291
24,4,c,8,-,413
24,4,c,?,1,1715
24,3,a,0,-,379
24,3,a,1,-,375
24,3,a,2,-,519
24,3,a,3,-,364
24,3,a,4,-,489
24,3,a,5,-,457
24,3,a,6,-,559
24,3,a,7,-,550
24,3,a,8,-,453
24,3,a,?,1,812
24,13,d,0,-,306
24,13,d,1,-,375
24,13,d,2,-,312
24,13,d,3,-,344
24,13,d,4,-,339
24,13,d,5,-,328
24,13,d,6,-,377
24,13,d,7,-,365
24,13,d,8,-,342
24,13,d,?,1,895
24,7,f,0,-,393
24,7,f,1,-,279
24,7,f,2,-,278
24,7,f,3,-,298
24,7,f,4,-,401
24,7,f,5,-,360
24,7,f,6,-,345
24,7,f,7,-,433
24,7,f,8,-,369
24,7,f,?,1,1072
25,8,g,0,-,581
25,8,g,1,-,570
25,8,g,2,-,561
25,8,g,3,-,614
25,8,g,4,-,769
25,8,g,5,-,829
25,8,g,6,-,817
25,8,g,7,-,1505
25,8,g,8,-,990
25,8,g,?,1,2571
25,4,d,0,-,607
25,4,d,1,-,660
25,4,d,2,-,765
25,4,d,3,-,1158
25,4,d,4,-,615
25,4,d,5,-,681
25,4,d,6,-,660
25,4,d,7,-,1021
25,4,d,8,-,1124
25,4,d,?,1,5465
25,18,a,0,-,571
25,18,a,1,-,687
25,18,a,2,-,887
25,18,a,3,-,1292
25,18,a,4,-,976
25,18,a,5,-,736
25,18,a,6,-,712
25,18,a,7,-,653
25,18,a,8,-,724
25,18,a,?,1,2675
25,20,d,0,-,546
25,20,d,1,-,724
25,20,d,2,-,628
25,20,d,3,-,617
25,20,d,4,-,706
25,20,d,5,-,583
25,20,d,6,-,588
25,20,d,7,-,862
25,20,d,8,-,789
25,20,d,?,1,2656
25,6,f,0,-,549
25,6,f,1,-,515
25,6,f,2,-,592
25,6,f,3,-,1025
25,6,f,4,-,608
25,6,f,5,-,522
25,6,f,6,-,681
25,6,f,7,-,935
25,6,f,8,-,730
25,6,f,?,1,2060
25,19,c,0,-,513
25,19,c,1,-,559
25,19,c,2,-,594
25,19,c,3,-,913
25,19,c,4,-,694
25,19,c,5,-,706
25,19,c,6,-,599
25,19,c,7,-,2255
25,19,c,8,-,751
25,19,c,?,1,1819
25,10,a,0,-,555
25,10,a,1,-,523
25,10,a,2,-,593
25,10,a,3,-,616
25,10,a,4,-,639
25,10,a,5,-,518
25,10,a,6,-,487
25,10,a,7,-,601
25,10,a,8,-,659
25,10,a,?,1,1783
25,17,b,0,-,563
25,17,b,1,-,558
25,17,b,2,-,598
25,17,b,3,-,722
25,17,b,4,-,670
25,17,b,5,-,719
25,17,b,6,-,820
25,17,b,7,-,836
25,17,b,8,-,690
25,17,b,?,1,2185
25,5,e,0,-,595
25,5,e,1,-,759
25,5,e,2,-,763
25,5,e,3,-,921
25,5,e,4,-,807
25,5,e,5,-,705
25,5,e,6,-,791
25,5,e,7,-,1482
25,5,e,8,-,687
25,5,e,?,1,2205
25,2,a,0,-,522
25,2,a,1,-,580
25,2,a,2,-,737
25,2,a,3,-,843
25,2,a,4,-,849
25,2,a,5,-,593
25,2,a,6,-,560
25,2,a,7,-,810
25,2,a,8,-,1424
25,2,a,?,1,1957
25,21,e,0,-,692
25,21,e,1,-,860
25,21,e,2,-,822
25,21,e,3,-,1172
25,21,e,4,-,781
25,21,e,5,-,914
25,21,e,6,-,1018
25,21,e,7,-,643
25,21,e,8,-,620
25,21,e,?,1,2233
25,14,f,0,-,535
25,14,f,1,-,783
25,14,f,2,-,827
25,14,f,3,-,813
25,14,f,4,-,715
25,14,f,5,-,765
25,14,f,6,-,795
25,14,f,7,-,2082
25,14,f,8,-,675
25,14,f,?,1,3559
25,3,c,0,-,706
25,3,c,1,-,1302
25,3,c,2,-,878
25,3,c,3,-,968
25,3,c,4,-,1013
25,3,c,5,-,906
25,3,c,6,-,1019
25,3,c,7,-,977
25,3,c,8,-,1699
25,3,c,?,1,3461
25,11,c,0,-,460
25,11,c,1,-,563
25,11,c,2,-,535
25,11,c,3,-,668
25,11,c,4,-,617
25,11,c,5,-,530
25,11,c,6,-,519
25,11,c,7,-,1907
25,11,c,8,-,860
25,11,c,?,1,2765
25,13,e,0,-,555
25,13,e,1,-,729
25,13,e,2,-,700
25,13,e,3,-,841
25,13,e,4,-,800
25,13,e,5,-,777
25,13,e,6,-,716
25,13,e,7,-,2615
25,13,e,8,-,1765
25,13,e,?,1,1900
25,7,h,0,-,448
25,7,h,1,-,588
25,7,h,2,-,592
25,7,h,3,-,798
25,7,h,4,-,730
25,7,h,5,-,735
25,7,h,6,-,753
25,7,h,7,-,924
25,7,h,8,-,760
25,7,h,?,1,2410
25,1,b,0,-,581
25,1,b,1,-,772
25,1,b,2,-,701
25,1,b,3,-,1058
25,1,b,4,-,741
25,1,b,5,-,628
25,1,b,6,-,563
25,1,b,7,-,1129
25,1,b,8,-,603
25,1,b,?,1,1615
25,16,g,0,-,472
25,16,g,1,-,577
25,16,g,2,-,597
25,16,g,3,-,698
25,16,g,4,-,674
25,16,g,5,-,793
25,16,g,6,-,918
25,16,g,7,-,958
25,16,g,8,-,647
25,16,g,?,1,1710
25,15,h,0,-,745
25,15,h,1,-,725
25,15,h,2,-,711
25,15,h,3,-,1040
25,15,h,4,-,693
25,15,h,5,-,825
25,15,h,6,-,2046
25,15,h,7,-,841
25,15,h,8,-,948
25,15,h,?,1,2222
25,12,d,0,-,549
25,12,d,1,-,677
25,12,d,2,-,568
25,12,d,3,-,630
25,12,d,4,-,621
25,12,d,5,-,515
25,12,d,6,-,621
25,12,d,7,-,623
25,12,d,8,-,649
25,12,d,?,1,4073
25,9,b,0,-,590
25,9,b,1,-,712
25,9,b,2,-,653
25,9,b,3,-,778
25,9,b,4,-,566
25,9,b,5,-,482
25,9,b,6,-,534
25,9,b,7,-,576
25,9,b,8,-,562
25,9,b,?,1,1719
26,17,a,0,-,587
26,17,a,1,-,754
26,17,a,2,-,1004
26,17,a,3,-,1051
26,17,a,4,-,827
26,17,a,5,-,884
26,17,a,6,-,650
26,17,a,7,-,1515
26,17,a,8,-,773
26,17,a,?,1,3876
26,11,d,0,-,527
26,11,d,1,-,616
26,11,d,2,-,685
26,11,d,3,-,1690
26,11,d,4,-,448
26,11,d,5,-,412
26,11,d,6,-,1096
26,11,d,7,-,523
26,11,d,8,-,1629
26,11,d,?,1,1040
26,15,g,0,-,586
26,15,g,1,-,531
26,15,g,2,-,570
26,15,g,3,-,2288
26,15,g,4,-,640
26,15,g,5,-,619
26,15,g,6,-,515
26,15,g,7,-,1037
26,15,g,8,-,1581
26,15,g,?,1,1412
26,13,f,0,-,438
26,13,f,1,-,591
26,13,f,2,-,571
26,13,f,3,-,1494
26,13,f,4,-,495
26,13,f,5,-,561
26,13,f,6,-,652
26,13,f,7,-,495
26,13,f,8,-,610
26,13,f,?,1,2000
26,14,h,0,-,526
26,14,h,1,-,854
26,14,h,2,-,647
26,14,h,3,-,1823
26,14,h,4,-,480
26,14,h,5,-,600
26,14,h,6,-,878
26,14,h,7,-,1156
26,14,h,8,-,920
26,14,h,?,1,1926
26,6,h,0,-,470
26,6,h,1,-,706
26,6,h,2,-,686
26,6,h,3,-,1252
26,6,h,4,-,425
26,6,h,5,-,370
26,6,h,6,-,507
26,6,h,7,-,484
26,6,h,8,-,1304
26,6,h,?,1,2069
26,3,d,0,-,569
26,3,d,1,-,729
26,3,d,2,-,473
26,3,d,3,-,933
26,3,d,4,-,417
26,3,d,5,-,549
26,3,d,6,-,545
26,3,d,7,-,2137
26,3,d,8,-,764
26,3,d,?,1,1142
26,21,f,0,-,429
26,21,f,1,-,424
26,21,f,2,-,693
26,21,f,3,-,606
26,21,f,4,-,354
26,21,f,5,-,371
26,21,f,6,-,1141
26,21,f,7,-,642
26,21,f,8,-,652
26,21,f,?,1,2195
26,2,c,0,-,1311
26,2,c,1,-,596
26,2,c,2,-,565
26,2,c,3,-,624
26,2,c,4,-,387
26,2,c,5,-,429
26,2,c,6,-,552
26,2,c,7,-,892
26,2,c,8,-,678
26,2,c,?,1,1445
26,12,e,0,-,399
26,12,e,1,-,358
26,12,e,2,-,772
26,12,e,3,-,792
26,12,e,4,-,411
26,12,e,5,-,527
26,12,e,6,-,742
26,12,e,7,-,696
26,12,e,8,-,732
26,12,e,?,1,2583
26,8,b,0,-,401
26,8,b,1,-,448
26,8,b,2,-,540
26,8,b,3,-,852
26,8,b,4,-,438
26,8,b,5,-,507
26,8,b,6,-,740
26,8,b,7,-,636
26,8,b,8,-,1229
26,8,b,?,1,1277
26,20,e,0,-,374
26,20,e,1,-,381
26,20,e,2,-,385
26,20,e,3,-,790
26,20,e,4,-,358
26,20,e,5,-,457
26,20,e,6,-,484
26,20,e,7,-,420
26,20,e,8,-,567
26,20,e,?,1,1374
26,7,g,0,-,421
26,7,g,1,-,402
26,7,g,2,-,525
26,7,g,3,-,1205
26,7,g,4,-,517
26,7,g,5,-,540
26,7,g,6,-,607
26,7,g,7,-,537
26,7,g,8,-,744
26,7,g,?,1,1228
26,1,a,0,-,488
26,1,a,1,-,444
26,1,a,2,-,312
26,1,a,3,-,1221
26,1,a,4,-,412
26,1,a,5,-,573
26,1,a,6,-,470
26,1,a,7,-,512
26,1,a,8,-,628
26,1,a,?,1,1330
26,19,d,0,-,475
26,19,d,1,-,668
26,19,d,2,-,626
26,19,d,3,-,1068
26,19,d,4,-,425
26,19,d,5,-,439
26,19,d,6,-,488
26,19,d,7,-,1155
26,19,d,8,-,557
26,19,d,?,1,1831
26,9,a,0,-,647
26,9,a,1,-,813
26,9,a,2,-,758
26,9,a,3,-,1161
26,9,a,4,-,614
26,9,a,5,-,460
26,9,a,6,-,491
26,9,a,7,-,464
26,9,a,8,-,572
26,9,a,?,1,2107
26,5,f,0,-,466
26,5,f,1,-,594
26,5,f,2,-,466
26,5,f,3,-,670
26,5,f,4,-,522
26,5,f,5,-,727
26,5,f,6,-,560
26,5,f,7,-,583
26,5,f,8,-,681
26,5,f,?,1,1497
26,18,c,0,-,451
26,18,c,1,-,645
26,18,c,2,-,1207
26,18,c,3,-,1257
26,18,c,4,-,437
26,18,c,5,-,427
26,18,c,6,-,447
26,18,c,7,-,950
26,18,c,8,-,545
26,18,c,?,1,1609
26,10,c,0,-,671
26,10,c,1,-,917
26,10,c,2,-,653
26,10,c,3,-,874
26,10,c,4,-,442
26,10,c,5,-,437
26,10,c,6,-,522
26,10,c,7,-,925
26,10,c,8,-,541
26,10,c,?,1,1939
26,4,e,0,-,438
26,4,e,1,-,519
26,4,e,2,-,418
26,4,e,3,-,660
26,4,e,4,-,452
26,4,e,5,-,954
26,4,e,6,-,341
26,4,e,7,-,640
26,4,e,8,-,715
26,4,e,?,1,3121
26,16,b,0,-,464
26,16,b,1,-,629
26,16,b,2,-,600
26,16,b,3,-,625
26,16,b,4,-,500
26,16,b,5,-,428
26,16,b,6,-,466
26,16,b,7,-,446
26,16,b,8,-,629
26,16,b,?,0,1859
3,13,h,0,-,572
3,13,h,1,-,460
3,13,h,2,-,393
3,13,h,3,-,457
3,13,h,4,-,482
3,13,h,5,-,398
3,13,h,6,-,511
3,13,h,7,-,495
3,13,h,8,-,496
3,13,h,?,1,1022
3,8,a,0,-,589
3,8,a,1,-,459
3,8,a,2,-,479
3,8,a,3,-,453
3,8,a,4,-,469
3,8,a,5,-,624
3,8,a,6,-,481
3,8,a,7,-,525
3,8,a,8,-,515
3,8,a,?,1,822
3,3,e,0,-,526
3,3,e,1,-,494
3,3,e,2,-,685
3,3,e,3,-,494
3,3,e,4,-,583
3,3,e,5,-,531
3,3,e,6,-,516
3,3,e,7,-,658
3,3,e,8,-,1354
3,3,e,?,1,1189
3,7,b,0,-,375
3,7,b,1,-,415
3,7,b,2,-,554
3,7,b,3,-,359
3,7,b,4,-,403
3,7,b,5,-,364
3,7,b,6,-,390
3,7,b,7,-,471
3,7,b,8,-,409
3,7,b,?,1,1251
3,11,e,0,-,365
3,11,e,1,-,338
3,11,e,2,-,342
3,11,e,3,-,365
3,11,e,4,-,475
3,11,e,5,-,432
3,11,e,6,-,273
3,11,e,7,-,290
3,11,e,8,-,648
3,11,e,?,1,787
3,10,d,0,-,481
3,10,d,1,-,407
3,10,d,2,-,447
3,10,d,3,-,397
3,10,d,4,-,378
3,10,d,5,-,479
3,10,d,6,-,315
3,10,d,7,-,396
3,10,d,8,-,455
3,10,d,?,1,1607
3,21,h,0,-,407
3,21,h,1,-,371
3,21,h,2,-,391
3,21,h,3,-,381
3,21,h,4,-,349
3,21,h,5,-,378
3,21,h,6,-,342
3,21,h,7,-,408
3,21,h,8,-,483
3,21,h,?,1,1022
3,1,c,0,-,410
3,1,c,1,-,308
3,1,c,2,-,374
3,1,c,3,-,425
3,1,c,4,-,600
3,1,c,5,-,406
3,1,c,6,-,313
3,1,c,7,-,374
3,1,c,8,-,520
3,1,c,?,1,782
3,16,a,0,-,385
3,16,a,1,-,293
3,16,a,2,-,534
3,16,a,3,-,399
3,16,a,4,-,396
3,16,a,5,-,330
3,16,a,6,-,487
3,16,a,7,-,432
3,16,a,8,-,315
3,16,a,?,1,2163
3,17,c,0,-,208
3,17,c,1,-,418
3,17,c,2,-,343
3,17,c,3,-,252
3,17,c,4,-,364
3,17,c,5,-,381
3,17,c,6,-,380
3,17,c,7,-,357
3,17,c,8,-,349
3,17,c,?,1,2341
3,5,h,0,-,286
3,5,h,1,-,360
3,5,h,2,-,239
3,5,h,3,-,354
3,5,h,4,-,301
3,5,h,5,-,308
3,5,h,6,-,280
3,5,h,7,-,345
3,5,h,8,-,436
3,5,h,?,1,3101
3,18,d,0,-,458
3,18,d,1,-,286
3,18,d,2,-,362
3,18,d,3,-,338
3,18,d,4,-,362
3,18,d,5,-,300
3,18,d,6,-,369
3,18,d,7,-,403
3,18,d,8,-,385
3,18,d,?,1,888
3,4,f,0,-,293
3,4,f,1,-,504
3,4,f,2,-,589
3,4,f,3,-,295
3,4,f,4,-,331
3,4,f,5,-,337
3,4,f,6,-,297
3,4,f,7,-,314
3,4,f,8,-,396
3,4,f,?,1,1638
3,14,g,0,-,289
3,14,g,1,-,341
3,14,g,2,-,465
3,14,g,3,-,258
3,14,g,4,-,278
3,14,g,5,-,349
3,14,g,6,-,311
3,14,g,7,-,291
3,14,g,8,-,317
3,14,g,?,1,995
3,12,f,0,-,280
3,12,f,1,-,287
3,12,f,2,-,299
3,12,f,3,-,276
3,12,f,4,-,342
3,12,f,5,-,258
3,12,f,6,-,286
3,12,f,7,-,305
3,12,f,8,-,319
3,12,f,?,1,930
3,20,f,0,-,336
3,20,f,1,-,440
3,20,f,2,-,281
3,20,f,3,-,346
3,20,f,4,-,338
3,20,f,5,-,322
3,20,f,6,-,303
3,20,f,7,-,349
3,20,f,8,-,358
3,20,f,?,1,928
3,15,b,0,-,290
3,15,b,1,-,271
3,15,b,2,-,240
3,15,b,3,-,312
3,15,b,4,-,418
3,15,b,5,-,366
3,15,b,6,-,275
3,15,b,7,-,315
3,15,b,8,-,426
3,15,b,?,1,820
3,2,d,0,-,340
3,2,d,1,-,319
3,2,d,2,-,372
3,2,d,3,-,225
3,2,d,4,-,437
3,2,d,5,-,298
3,2,d,6,-,304
3,2,d,7,-,307
3,2,d,8,-,556
3,2,d,?,1,1167
3,6,g,0,-,282
3,6,g,1,-,261
3,6,g,2,-,305
3,6,g,3,-,330
3,6,g,4,-,407
3,6,g,5,-,384
3,6,g,6,-,300
3,6,g,7,-,272
3,6,g,8,-,594
3,6,g,?,1,989
3,19,e,0,-,350
3,19,e,1,-,271
3,19,e,2,-,280
3,19,e,3,-,260
3,19,e,4,-,425
3,19,e,5,-,388
3,19,e,6,-,240
3,19,e,7,-,403
3,19,e,8,-,384
3,19,e,?,1,1055
4,13,g,0,-,239
4,13,g,1,-,259
4,13,g,2,-,256
4,13,g,3,-,290
4,13,g,4,-,500
4,13,g,5,-,332
4,13,g,6,-,359
4,13,g,7,-,281
4,13,g,8,-,1574
4,13,g,?,1,1813
4,8,c,0,-,318
4,8,c,1,-,280
4,8,c,2,-,281
4,8,c,3,-,284
4,8,c,4,-,308
4,8,c,5,-,340
4,8,c,6,-,285
4,8,c,7,-,302
4,8,c,8,-,1361
4,8,c,?,1,1578
4,7,a,0,-,284
4,7,a,1,-,259
4,7,a,2,-,297
4,7,a,3,-,289
4,7,a,4,-,449
4,7,a,5,-,330
4,7,a,6,-,318
4,7,a,7,-,330
4,7,a,8,-,636
4,7,a,?,1,1538
4,1,d,0,-,290
4,1,d,1,-,282
4,1,d,2,-,269
4,1,d,3,-,298
4,1,d,4,-,583
4,1,d,5,-,413
4,1,d,6,-,412
4,1,d,7,-,634
4,1,d,8,-,1619
4,1,d,?,1,1270
4,21,g,0,-,530
4,21,g,1,-,331
4,21,g,2,-,653
4,21,g,3,-,507
4,21,g,4,-,449
4,21,g,5,-,380
4,21,g,6,-,590
4,21,g,7,-,1265
4,21,g,8,-,598
4,21,g,?,1,1244
4,15,a,0,-,419
4,15,a,1,-,280
4,15,a,2,-,321
4,15,a,3,-,301
4,15,a,4,-,452
4,15,a,5,-,338
4,15,a,6,-,387
4,15,a,7,-,400
4,15,a,8,-,499
4,15,a,?,1,1138
4,4,h,0,-,339
4,4,h,1,-,291
4,4,h,2,-,366
4,4,h,3,-,304
4,4,h,4,-,481
4,4,h,5,-,290
4,4,h,6,-,394
4,4,h,7,-,507
4,4,h,8,-,540
4,4,h,?,1,2422
4,16,c,0,-,310
4,16,c,1,-,291
4,16,c,2,-,292
4,16,c,3,-,291
4,16,c,4,-,449
4,16,c,5,-,323
4,16,c,6,-,575
4,16,c,7,-,430
4,16,c,8,-,565
4,16,c,?,0,1537
4,5,g,0,-,269
4,5,g,1,-,318
4,5,g,2,-,289
4,5,g,3,-,309
4,5,g,4,-,627
4,5,g,5,-,394
4,5,g,6,-,290
4,5,g,7,-,1709
4,5,g,8,-,1589
4,5,g,?,1,2268
4,9,d,0,-,555
4,9,d,1,-,390
4,9,d,2,-,403
4,9,d,3,-,844
4,9,d,4,-,465
4,9,d,5,-,376
4,9,d,6,-,523
4,9,d,7,-,1287
4,9,d,8,-,1052
4,9,d,?,1,1835
4,17,d,0,-,380
4,17,d,1,-,300
4,17,d,2,-,339
4,17,d,3,-,320
4,17,d,4,-,599
4,17,d,5,-,363
4,17,d,6,-,322
4,17,d,7,-,1361
4,17,d,8,-,531
4,17,d,?,1,1650
4,10,e,0,-,295
4,10,e,1,-,441
4,10,e,2,-,306
4,10,e,3,-,248
4,10,e,4,-,528
4,10,e,5,-,239
4,10,e,6,-,266
4,10,e,7,-,331
4,10,e,8,-,569
4,10,e,?,1,1373
4,20,h,0,-,288
4,20,h,1,-,267
4,20,h,2,-,308
4,20,h,3,-,299
4,20,h,4,-,359
4,20,h,5,-,266
4,20,h,6,-,309
4,20,h,7,-,572
4,20,h,8,-,512
4,20,h,?,1,1113
4,3,f,0,-,285
4,3,f,1,-,283
4,3,f,2,-,264
4,3,f,3,-,267
4,3,f,4,-,402
4,3,f,5,-,273
4,3,f,6,-,277
4,3,f,7,-,565
4,3,f,8,-,474
4,3,f,?,1,1348
4,18,e,0,-,265
4,18,e,1,-,274
4,18,e,2,-,255
4,18,e,3,-,259
4,18,e,4,-,492
4,18,e,5,-,261
4,18,e,6,-,273
4,18,e,7,-,595
4,18,e,8,-,375
4,18,e,?,1,1804
4,14,b,0,-,254
4,14,b,1,-,285
4,14,b,2,-,261
4,14,b,3,-,290
4,14,b,4,-,374
4,14,b,5,-,263
4,14,b,6,-,349
4,14,b,7,-,297
4,14,b,8,-,292
4,14,b,?,1,1610
4,2,e,0,-,253
4,2,e,1,-,234
4,2,e,2,-,224
4,2,e,3,-,244
4,2,e,4,-,484
4,2,e,5,-,278
4,2,e,6,-,304
4,2,e,7,-,415
4,2,e,8,-,290
4,2,e,?,1,975
4,19,f,0,-,420
4,19,f,1,-,242
4,19,f,2,-,241
4,19,f,3,-,849
4,19,f,4,-,304
4,19,f,5,-,273
4,19,f,6,-,265
4,19,f,7,-,420
4,19,f,8,-,513
4,19,f,?,1,1251
4,11,f,0,-,406
4,11,f,1,-,282
4,11,f,2,-,304
4,11,f,3,-,377
4,11,f,4,-,382
4,11,f,5,-,357
4,11,f,6,-,350
4,11,f,7,-,371
4,11,f,8,-,325
4,11,f,?,1,1028
4,12,h,0,-,232
4,12,h,1,-,227
4,12,h,2,-,257
4,12,h,3,-,560
4,12,h,4,-,268
4,12,h,5,-,251
4,12,h,6,-,242
4,12,h,7,-,569
4,12,h,8,-,365
4,12,h,?,1,1478
4,6,b,0,-,266
4,6,b,1,-,323
4,6,b,2,-,307
4,6,b,3,-,297
4,6,b,4,-,321
4,6,b,5,-,276
4,6,b,6,-,259
4,6,b,7,-,294
4,6,b,8,-,390
4,6,b,?,1,1708
5,12,g,0,-,279
5,12,g,1,-,282
5,12,g,2,-,309
5,12,g,3,-,368
5,12,g,4,-,507
5,12,g,5,-,465
5,12,g,6,-,437
5,12,g,7,-,533
5,12,g,8,-,912
5,12,g,?,1,1552
5,15,c,0,-,220
5,15,c,1,-,253
5,15,c,2,-,259
5,15,c,3,-,305
5,15,c,4,-,512
5,15,c,5,-,373
5,15,c,6,-,573
5,15,c,7,-,769
5,15,c,8,-,693
5,15,c,?,1,1826
5,7,c,0,-,299
5,7,c,1,-,277
5,7,c,2,-,264
5,7,c,3,-,273
5,7,c,4,-,486
5,7,c,5,-,404
5,7,c,6,-,521
5,7,c,7,-,566
5,7,c,8,-,649
5,7,c,?,1,1053
5,16,d,0,-,274
5,16,d,1,-,277
5,16,d,2,-,301
5,16,d,3,-,293
5,16,d,4,-,406
5,16,d,5,-,335
5,16,d,6,-,507
5,16,d,7,-,495
5,16,d,8,-,601
5,16,d,?,0,2413
5,2,f,0,-,382
5,2,f,1,-,438
5,2,f,2,-,422
5,2,f,3,-,466
5,2,f,4,-,416
5,2,f,5,-,541
5,2,f,6,-,449
5,2,f,7,-,542
5,2,f,8,-,618
5,2,f,?,1,1537
5,18,f,0,-,447
5,18,f,1,-,371
5,18,f,2,-,750
5,18,f,3,-,809
5,18,f,4,-,513
5,18,f,5,-,507
5,18,f,6,-,492
5,18,f,7,-,504
5,18,f,8,-,609
5,18,f,?,1,1312
5,13,b,0,-,325
5,13,b,1,-,254
5,13,b,2,-,246
5,13,b,3,-,285
5,13,b,4,-,376
5,13,b,5,-,304
5,13,b,6,-,321
5,13,b,7,-,410
5,13,b,8,-,324
5,13,b,?,1,1262
5,5,b,0,-,299
5,5,b,1,-,300
5,5,b,2,-,284
5,5,b,3,-,268
5,5,b,4,-,358
5,5,b,5,-,287
5,5,b,6,-,332
5,5,b,7,-,386
5,5,b,8,-,717
5,5,b,?,1,1398
5,20,g,0,-,285
5,20,g,1,-,319
5,20,g,2,-,289
5,20,g,3,-,389
5,20,g,4,-,371
5,20,g,5,-,379
5,20,g,6,-,395
5,20,g,7,-,370
5,20,g,8,-,462
5,20,g,?,1,1284
5,4,g,0,-,311
5,4,g,1,-,339
5,4,g,2,-,478
5,4,g,3,-,406
5,4,g,4,-,460
5,4,g,5,-,374
5,4,g,6,-,500
5,4,g,7,-,475
5,4,g,8,-,711
5,4,g,?,1,1589
5,17,e,0,-,318
5,17,e,1,-,264
5,17,e,2,-,290
5,17,e,3,-,257
5,17,e,4,-,262
5,17,e,5,-,262
5,17,e,6,-,295
5,17,e,7,-,322
5,17,e,8,-,1032
5,17,e,?,1,2376
5,6,a,0,-,301
5,6,a,1,-,258
5,6,a,2,-,288
5,6,a,3,-,249
5,6,a,4,-,275
5,6,a,5,-,297
5,6,a,6,-,284
5,6,a,7,-,293
5,6,a,8,-,565
5,6,a,?,1,1280
5,19,h,0,-,273
5,19,h,1,-,277
5,19,h,2,-,297
5,19,h,3,-,273
5,19,h,4,-,537
5,19,h,5,-,343
5,19,h,6,-,347
5,19,h,7,-,386
5,19,h,8,-,329
5,19,h,?,1,1435
5,21,b,0,-,266
5,21,b,1,-,244
5,21,b,2,-,261
5,21,b,3,-,257
5,21,b,4,-,280
5,21,b,5,-,514
5,21,b,6,-,425
5,21,b,7,-,475
5,21,b,8,-,581
5,21,b,?,1,1086
5,1,e,0,-,275
5,1,e,1,-,223
5,1,e,2,-,228
5,1,e,3,-,238
5,1,e,4,-,338
5,1,e,5,-,540
5,1,e,6,-,350
5,1,e,7,-,374
5,1,e,8,-,646
5,1,e,?,1,2123
5,8,d,0,-,267
5,8,d,1,-,248
5,8,d,2,-,247
5,8,d,3,-,267
5,8,d,4,-,362
5,8,d,5,-,318
5,8,d,6,-,589
5,8,d,7,-,755
5,8,d,8,-,740
5,8,d,?,1,1255
5,9,e,0,-,341
5,9,e,1,-,302
5,9,e,2,-,297
5,9,e,3,-,310
5,9,e,4,-,409
5,9,e,5,-,336
5,9,e,6,-,348
5,9,e,7,-,405
5,9,e,8,-,541
5,9,e,?,1,1320
5,10,f,0,-,556
5,10,f,1,-,308
5,10,f,2,-,229
5,10,f,3,-,415
5,10,f,4,-,1045
5,10,f,5,-,416
5,10,f,6,-,359
5,10,f,7,-,407
5,10,f,8,-,490
5,10,f,?,1,1169
5,14,a,0,-,259
5,14,a,1,-,283
5,14,a,2,-,230
5,14,a,3,-,266
5,14,a,4,-,270
5,14,a,5,-,295
5,14,a,6,-,273
5,14,a,7,-,278
5,14,a,8,-,300
5,14,a,?,1,2122
5,11,h,0,-,277
5,11,h,1,-,250
5,11,h,2,-,266
5,11,h,3,-,246
5,11,h,4,-,245
5,11,h,5,-,273
5,11,h,6,-,253
5,11,h,7,-,297
5,11,h,8,-,470
5,11,h,?,1,1169
5,3,h,0,-,327
5,3,h,1,-,337
5,3,h,2,-,282
5,3,h,3,-,269
5,3,h,4,-,234
5,3,h,5,-,309
5,3,h,6,-,282
5,3,h,7,-,287
5,3,h,8,-,471
5,3,h,?,1,1291
6,12,b,0,-,363
6,12,b,1,-,313
6,12,b,2,-,363
6,12,b,3,-,512
6,12,b,4,-,395
6,12,b,5,-,463
6,12,b,6,-,448
6,12,b,7,-,435
6,12,b,8,-,630
6,12,b,?,1,3586
6,10,h,0,-,328
6,10,h,1,-,337
6,10,h,2,-,343
6,10,h,3,-,348
6,10,h,4,-,429
6,10,h,5,-,425
6,10,h,6,-,404
6,10,h,7,-,375
6,10,h,8,-,778
6,10,h,?,1,2212
6,3,g,0,-,414
6,3,g,1,-,322
6,3,g,2,-,311
6,3,g,3,-,352
6,3,g,4,-,487
6,3,g,5,-,458
6,3,g,6,-,441
6,3,g,7,-,389
6,3,g,8,-,387
6,3,g,?,1,4267
6,21,a,0,-,501
6,21,a,1,-,380
6,21,a,2,-,469
6,21,a,3,-,713
6,21,a,4,-,1185
6,21,a,5,-,410
6,21,a,6,-,768
6,21,a,7,-,427
6,21,a,8,-,1097
6,21,a,?,1,1290
6,1,f,0,-,367
6,1,f,1,-,312
6,1,f,2,-,372
6,1,f,3,-,418
6,1,f,4,-,650
6,1,f,5,-,445
6,1,f,6,-,465
6,1,f,7,-,354
6,1,f,8,-,461
6,1,f,?,1,2507
6,2,h,0,-,367
